PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
97.0,129.9325,1.2825,9.455,6.07,,4.9825,1.09,,,,25.09,66.44,0.6675,164.1825,0.0,850.0,224.1,Poor,Surat
105.475,149.025,1.165,9.52,6.0125,,4.6125,1.0,,,,24.3875,70.2125,0.985,112.9375,0.0,850.0,252.1,Poor,Surat
89.75,127.095,1.3125,9.445,6.0925,,4.3275,0.9525,,,,23.8475,72.99,1.0625,47.78,0.0,850.0,199.2,Moderate,Surat
104.9675,131.9,1.34,9.32,6.0475,,4.325,0.9625,,,,23.585,72.1375,0.73,150.545,0.0,850.0,250.4,Poor,Surat
108.9675,134.9,1.335,9.3875,6.0775,,4.4425,1.0475,,,,23.8225,71.7175,0.525,122.99,38.1075,850.0,263.6,Poor,Surat
118.7675,183.7,1.3625,9.38,6.1,,4.65,1.29,,,,26.8,65.57,0.4675,106.1125,165.38,850.0,295.9,Poor,Surat
143.1425,229.6675,1.4,9.405,6.14,,5.1675,1.425,,,,28.4925,58.4425,1.875,180.0375,303.7575,850.0,318.6,Very Poor,Surat
145.5075,212.4325,1.3575,9.2625,6.03,,5.3575,1.21,,,,29.5775,54.445,2.425,184.8375,390.9275,850.0,320.4,Very Poor,Surat
118.1325,174.2325,1.4275,9.285,6.1,,4.9525,1.065,,,,31.25,49.655,2.655,166.885,450.345,850.0,293.8,Poor,Surat
87.15,142.2,0.9925,9.445,5.8025,,3.9175,0.8375,,,,32.52,46.0,2.53,151.65,451.0275,850.0,190.6,Moderate,Surat
40.25,103.2325,1.3025,9.4375,6.0775,,3.8325,0.8425,,,,33.6475,42.5825,2.11,121.335,405.355,850.0,103.1,Moderate,Surat
76.0325,84.2675,1.3175,9.3925,6.0675,,3.8775,0.8425,,,,33.785,40.7575,2.4575,155.06,313.1525,850.0,153.9,Moderate,Surat
68.5,94.7675,1.205,9.27,5.91,,3.9225,0.7575,,,,34.0625,39.895,1.8625,145.085,175.015,850.0,129.0,Moderate,Surat
51.25,92.3675,1.1375,9.485,5.9675,,3.82,0.685,,,,33.3,40.3825,1.8525,143.8275,81.655,850.0,92.5,Satisfactory,Surat
54.5,89.8,1.165,9.5675,6.0375,,3.9,0.8125,,,,32.325,43.25,1.18,119.2775,27.7375,850.0,91.0,Satisfactory,Surat
91.2425,103.5925,1.2,9.3275,5.9375,,4.0025,0.955,,,,30.7625,47.49,1.255,83.2175,0.2525,850.0,205.1,Poor,Surat
83.0,122.6975,1.335,9.305,6.0325,,3.985,1.0475,,,,29.71,49.0275,1.3525,109.0475,0.0,850.0,176.9,Moderate,Surat
122.0,125.0,1.21,9.4625,6.015,,3.8075,1.12,,,,28.975,51.08,1.1475,100.6125,0.0,850.0,302.5,Very Poor,Surat
113.75,124.2825,1.355,9.4125,6.1075,,3.8125,1.175,,,,28.445,52.41,1.0475,117.7075,0.0,850.0,279.4,Poor,Surat
