PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
4.0,24.25,1.55,5.825,4.375,25.575,7.275,0.28,18.475,,0.25689656,,68.0,2.7,240.0,168.0,,24.2,Good,Chennai
1.0,21.75,1.6,6.55,4.7,22.2,6.775,0.3025,15.78,,0.27068967,,67.75,2.55,242.5,40.75,,21.8,Good,Chennai
1.5,22.0,2.2,7.8,5.925,19.075,6.775,0.35,17.345,,0.28103447,,68.5,2.625,247.25,15.75,,22.0,Good,Chennai
15.0,37.5,1.55,8.1,5.55,8.775,5.975,0.4525,12.74,,0.35,,71.5,2.225,233.5,14.0,,37.5,Good,Chennai
46.75,69.0,1.55,8.0,5.475,7.9,5.8,0.5175,15.1875,,0.275,,71.75,2.025,236.75,14.0,,78.4,Satisfactory,Chennai
32.5,50.5,1.625,7.85,5.5,7.725,6.15,0.535,18.62,,0.2,,71.0,2.025,244.0,14.0,,55.1,Satisfactory,Chennai
25.25,47.25,1.025,7.025,4.525,13.125,6.375,0.4925,21.0225,,0.1,,71.0,2.325,245.0,14.0,,47.2,Good,Chennai
15.75,37.25,1.725,7.85,5.625,32.15,8.25,0.42,38.0225,,0.100438595,,68.5,2.45,250.5,14.0,,38.0,Good,Chennai
11.5,24.0,1.925,6.675,5.05,25.15,7.675,0.35,18.7175,,0.10614035,,69.75,2.1,243.75,14.0,,24.0,Good,Chennai
9.0,27.0,1.425,5.425,4.025,20.9,6.85,0.3325,16.7075,,0.1131579,,68.5,2.15,246.25,14.0,,27.0,Good,Chennai
5.25,24.25,2.125,4.275,4.0,17.6,6.375,0.3325,18.425,,0.120175436,,69.25,2.475,244.25,14.0,,24.2,Good,Chennai
5.0,18.5,1.3,2.95,2.6,7.825,5.575,0.35,19.99,,0.12719299,,72.25,2.35,237.5,14.0,,20.0,Good,Chennai
11.0,24.75,1.275,3.2,2.75,8.375,5.575,0.3775,19.99,,0.13421053,,71.75,2.425,249.25,14.0,,24.8,Good,Chennai
10.0,21.75,1.225,3.425,2.825,6.7,5.95,0.3925,18.325,,0.14035088,,71.75,2.0,249.0,14.0,,21.8,Good,Chennai
7.5,24.0,0.95,4.4,2.9,9.45,6.075,0.3825,19.7,,,,71.25,2.125,253.25,14.0,,24.0,Good,Chennai
8.25,24.0,1.5,6.025,4.175,29.425,7.2,0.295,78.9875,,,,68.75,2.225,253.25,31.0,,79.4,Satisfactory,Chennai
6.0,25.0,2.15,6.55,5.2,24.075,7.15,0.295,17.4925,,,,69.0,2.825,246.75,161.25,,25.0,Good,Chennai
7.5,26.5,1.575,5.4,4.15,20.325,6.8,0.285,16.12,,,,68.0,3.325,237.25,308.5,,26.5,Good,Chennai
14.0,28.25,2.425,5.425,4.875,16.875,6.45,0.3125,17.7875,,,,68.5,3.45,237.5,403.5,,28.2,Good,Chennai
25.0,48.5,2.325,5.125,4.65,6.95,5.775,0.345,15.0925,,,,72.25,3.7,237.0,557.25,,48.5,Good,Chennai
36.75,49.5,1.5,5.55,4.2,6.3,5.75,0.435,30.475,,,,72.25,3.7,241.25,503.75,,62.0,Satisfactory,Chennai
27.75,41.25,1.05,6.125,4.075,7.6,6.275,0.44,18.08,,,,70.75,3.95,242.75,519.75,,46.2,Good,Chennai
28.5,48.75,1.525,8.8,5.9,15.325,7.925,0.3825,63.945,,,,69.25,4.125,249.75,410.0,,64.7,Satisfactory,Chennai
24.25,49.5,1.225,9.225,5.725,13.775,8.3,0.3275,53.605,,,,69.75,4.225,248.75,267.25,,54.5,Satisfactory,Chennai
20.25,40.75,1.75,6.325,4.675,22.3,9.75,0.3225,22.54,,,,67.5,3.85,237.25,162.5,,40.8,Good,Chennai
9.25,30.75,1.775,5.9,4.6,18.975,9.25,0.3275,17.2975,,,,67.75,3.625,245.5,114.75,,30.8,Good,Chennai
22.5,44.75,1.35,6.5,4.575,16.225,12.225,0.3475,16.71,,,,67.75,3.475,246.25,24.25,,44.8,Good,Chennai
97.75,129.5,6.425,19.5,15.575,12.425,11.875,0.405,15.7775,,,,69.25,3.45,248.75,14.0,,226.6,Poor,Chennai
320.25,354.25,9.0,35.25,26.05,7.65,10.7,0.445,21.7075,,,,71.5,3.4,246.5,14.0,,428.8,Severe,Chennai
405.0,421.0,6.65,20.15,16.175,6.85,14.475,0.435,22.835,,,,71.75,3.025,249.5,14.0,,462.4,Severe,Chennai
323.5,342.0,2.175,11.3,7.775,6.35,16.0,0.4125,19.845,,,,71.75,3.225,250.0,14.0,,430.1,Severe,Chennai
72.0,96.0,0.975,7.025,4.425,10.225,19.85,0.3825,24.3525,,,,70.25,3.6,251.75,14.0,,140.6,Moderate,Chennai
44.75,62.75,1.675,6.15,4.5,25.95,24.75,0.3,80.3125,,,,68.5,3.075,247.5,14.0,,80.7,Satisfactory,Chennai
22.5,39.25,1.375,6.05,4.35,21.8,18.725,0.325,18.375,,,,67.75,3.85,250.5,14.0,,39.2,Good,Chennai
12.75,28.25,1.125,15.025,8.9,17.55,14.6,0.3275,16.5125,,,,67.75,3.55,251.5,14.0,,28.2,Good,Chennai
16.25,38.25,2.375,21.575,13.35,13.95,10.625,0.3375,18.815,,,,69.75,3.725,251.75,14.0,,38.2,Good,Chennai
